STT,District,District Code - Old MDR map,District Code - Updated MDR map,January,,,,,,,,February,,,,,,,,March,,,,,,,,April,,,,,,,,May,,,,,,,,June,,,,,,,,July,,,,,,,,August,,,,,,,,September,,,,,,,,October,,,,,,,,November,,,,,,,,December,,,,,,,,Check,,,,,,,,,,,,,,,,,,,,,,,
,,,,cases,,,,death,,,,cases,,,,death,,,,cases,,,,death,,,,cases,,,,death,,,,cases,,,,death,,,,cases,,,,death,,,,cases,,,,death,,,,cases,,,,death,,,,cases,,,,death,,,,cases,,,,death,,,,cases,,,,death,,,,cases,,,,death,,,,Mắc,,,,Chết,,,,,,,,,,,,,,,,,,,
,,,,DHF,,Severe DHF,,DHF,,Severe DHF,,DHF,,Severe DHF,,DHF,,Severe DHF,,DHF,,Severe DHF,,DHF,,Severe DHF,,DHF,,Severe DHF,,DHF,,Severe DHF,,DHF,,Severe DHF,,DHF,,Severe DHF,,DHF,,Severe DHF,,DHF,,Severe DHF,,DHF,,Severe DHF,,DHF,,Severe DHF,,DHF,,Severe DHF,,DHF,,Severe DHF,,DHF,,Severe DHF,,DHF,,Severe DHF,,DHF,,Severe DHF,,DHF,,Severe DHF,,DHF,,Severe DHF,,DHF,,Severe DHF,,DHF,,Severe DHF,,DHF,,Severe DHF,,Độ I & II,,Sốc (Độ III & IV),,Độ I & II,,Sốc (Độ III & IV),,,,,,,,,,,,,,,,,
,,,,Total ,<15 yr-old,Total ,<15 yr-old,Total ,<15 yr-old,Total ,<15 yr-old,Total ,<15 yr-old,Total ,<15 yr-old,Total ,<15 yr-old,Total ,<15 yr-old,Total ,<15 yr-old,Total ,<15 yr-old,Total ,<15 yr-old,Total ,<15 yr-old,Total ,<15 yr-old,Total ,<15 yr-old,Total ,<15 yr-old,Total ,<15 yr-old,Total ,<15 yr-old,Total ,<15 yr-old,Total ,<15 yr-old,Total ,<15 yr-old,Total ,<15 yr-old,Total ,<15 yr-old,Total ,<15 yr-old,Total ,<15 yr-old,Total ,<15 yr-old,Total ,<15 yr-old,Total ,<15 yr-old,Total ,<15 yr-old,Total ,<15 yr-old,Total ,<15 yr-old,Total ,<15 yr-old,Total ,<15 yr-old,Total ,<15 yr-old,Total ,<15 yr-old,Total ,<15 yr-old,Total ,<15 yr-old,Total ,<15 yr-old,Total ,<15 yr-old,Total ,<15 yr-old,Total ,<15 yr-old,Total ,<15 yr-old,Total ,<15 yr-old,Total ,<15 yr-old,Total ,<15 yr-old,Total ,<15 yr-old,Total ,<15 yr-old,Total ,<15 yr-old,Total ,<15 yr-old,TS,<15t,TS,<15t,TS,<15t,TS,<15t,,,,,,,,,,,,,,,,
8,Đức Hòa,8,82,30,6,1,0,0,0,35,9,0,0,0,0,27,8,2,2,0,0,25,11,1,1,0,0,34,13,1,0,0,0,89,38,0,0,0,0,113,53,1,1,0,0,128,58,3,2,0,0,125,49,3,2,0,0,86,32,3,1,0,0,39,16,2,0,0,0,54,22,0,0,0,0,785,315,17,9,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,Bến Lức,9,83,27,18,2,1,0,0,12,5,1,0,0,0,21,10,2,2,0,0,17,11,3,2,0,0,47,29,2,2,0,0,60,37,3,2,0,0,66,46,2,1,0,0,61,36,1,1,0,0,25,13,0,0,0,0,30,20,0,0,0,0,13,7,0,0,0,0,12,7,0,0,0,0,391,239,16,11,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,Thủ Thừa,10,93,12,8,0,0,0,0,8,4,0,0,0,0,3,2,0,0,0,0,8,4,1,1,0,0,11,5,0,0,0,0,6,4,0,0,0,0,9,5,0,0,0,0,9,3,0,0,0,0,12,10,0,0,0,0,14,5,0,0,0,0,3,2,0,0,0,0,4,1,0,0,0,0,99,53,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,Châu Thành,11,91,7,6,0,0,0,0,11,6,0,0,0,0,14,8,1,0,0,0,10,7,1,1,0,0,10,7,0,0,0,0,17,7,0,0,0,0,17,5,0,0,0,0,16,2,0,0,0,0,12,7,0,0,0,0,7,2,0,0,0,0,5,2,0,0,0,0,3,2,0,0,0,0,129,61,2,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,Tân Trụ,12,88,5,2,1,1,0,0,7,4,0,0,0,0,5,4,0,0,0,0,10,8,0,0,0,0,6,4,0,0,0,0,15,6,0,0,0,0,17,9,1,1,0,0,12,3,0,0,0,0,8,4,1,0,0,0,8,4,0,0,0,0,8,6,1,1,0,0,9,4,1,0,0,0,110,58,5,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,Cần Đước,13,95,18,12,1,1,0,0,20,15,2,1,0,0,16,12,2,2,0,0,27,21,1,1,0,0,28,21,4,4,0,0,60,43,3,3,0,0,60,49,1,1,0,0,46,26,0,0,0,0,33,20,0,0,0,0,16,7,0,0,0,0,12,7,1,0,0,0,8,5,0,0,0,0,344,238,15,13,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,Cần Giuộc,14,90,19,12,0,0,0,0,23,16,1,0,0,0,9,6,1,1,0,0,21,13,4,3,0,0,28,20,1,1,0,0,33,18,2,2,0,0,49,31,1,1,0,0,25,18,0,0,0,0,26,15,0,0,0,0,18,12,0,0,0,0,7,4,0,0,0,0,8,5,0,0,0,0,266,170,10,8,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,Kiến Tường,,87,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,13,2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,Tổng cộng,,,166,83,6,4,0,0,154,72,4,1,0,0,126,65,9,8,0,0,156,96,12,10,0,0,238,147,8,7,0,0,322,176,9,8,0,0,396,233,6,5,0,0,384,191,6,4,0,0,297,146,7,4,0,0,234,116,4,2,0,0,126,60,5,2,0,0,128,59,1,0,0,0,2727,1444,77,55,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2727,1444,77,55,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Năm 2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STT,District,,,January,,,,,,February,,,,,,March,,,,,,April,,,,,,May,,,,,,June,,,,,,July,,,,,,August,,,,,,September,,,,,,October,,,,,,November,,,,,,December,,,,,,Check,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,cases,,,,deaths,,cases,,,,deaths,,cases,,,,deaths,,cases,,,,deaths,,cases,,,,deaths,,cases,,,,deaths,,cases,,,,deaths,,cases,,,,deaths,,cases,,,,deaths,,cases,,,,deaths,,cases,,,,deaths,,cases,,,,deaths,,MẮC,,,,CHẾT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,DHF,,Severe DHF,,Total,≤15 yr-old,DHF,,Severe DHF,,Total,≤15 yr-old,DHF,,Severe DHF,,Total,≤15 yr-old,DHF,,Severe DHF,,Total,≤15 yr-old,DHF,,Severe DHF,,Total,≤15 yr-old,DHF,,Severe DHF,,Total,≤15 yr-old,DHF,,Severe DHF,,Total,≤15 yr-old,DHF,,Severe DHF,,Total,≤15 yr-old,DHF,,Severe DHF,,Total,≤15 yr-old,DHF,,Severe DHF,,Total,≤15 yr-old,DHF,,Severe DHF,,Total,≤15 yr-old,DHF,,Severe DHF,,Total,≤15 yr-old,SXHD/SXHD có cảnh báo,,SXHD nặng,,TS,≤15t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Total,≤15 yr-old,Total,≤15 yr-old,,,Total,≤15 yr-old,Total,≤15 yr-old,,,Total,≤15 yr-old,Total,≤15 yr-old,,,Total,≤15 yr-old,Total,≤15 yr-old,,,Total,≤15 yr-old,Total,≤15 yr-old,,,Total,≤15 yr-old,Total,≤15 yr-old,,,Total,≤15 yr-old,Total,≤15 yr-old,,,Total,≤15 yr-old,Total,≤15 yr-old,,,Total,≤15 yr-old,Total,≤15 yr-old,,,Total,≤15 yr-old,Total,≤15 yr-old,,,Total,≤15 yr-old,Total,≤15 yr-old,,,Total,≤15 yr-old,Total,≤15 yr-old,,,Tổng,≤15t,Tổng,≤15t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Tân An,9,89,14,11,0,0,0,0,8,3,0,0,0,0,8,4,0,0,0,0,6,4,0,0,0,0,5,3,0,0,0,0,9,4,0,0,0,0,13,9,0,0,0,0,18,11,0,0,0,0,14,8,0,0,0,0,28,21,0,0,0,0,37,19,0,0,0,0,58,34,0,0,0,0,218,131,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Tân Hưng,3,94,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,3,1,0,0,0,0,4,3,0,0,0,0,7,6,0,0,0,0,5,3,0,0,0,0,5,4,0,0,0,0,10,8,0,0,0,0,42,22,1,0,0,0,69,28,1,0,0,0,27,11,0,0,0,0,175,87,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Vĩnh Hưng,132,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,8,4,0,0,0,0,26,7,0,0,0,0,29,15,0,0,0,0,34,14,0,0,0,0,101,40,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Mộc Hóa,4,84,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,6,4,0,0,0,0,5,2,0,0,0,0,2,0,1,0,0,0,20,11,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,Tân Thạnh,5,92,0,0,0,0,0,0,4,2,0,0,0,0,1,1,0,0,0,0,2,2,0,0,0,0,2,1,0,0,0,0,11,4,1,0,0,0,8,4,1,1,0,0,3,3,0,0,0,0,8,4,0,0,0,0,6,4,0,0,0,0,13,5,0,0,0,0,15,5,0,0,0,0,73,35,2,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,Thạnh Hóa,6,85,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,2,1,0,0,0,0,12,4,0,0,0,0,5,1,0,0,0,0,12,3,0,0,0,0,10,1,0,0,0,0,47,12,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,Đức Huệ,7,86,3,0,0,0,0,0,2,0,0,0,0,0,4,4,0,0,0,0,2,1,0,0,0,0,1,1,0,0,0,0,3,3,0,0,0,0,4,3,0,0,0,0,4,4,0,0,0,0,7,5,0,0,0,0,10,6,0,0,0,0,6,2,0,0,0,0,4,3,0,0,0,0,50,32,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,Đức Hòa,8,82,30,8,0,0,0,0,25,10,0,0,0,0,28,17,0,0,0,0,19,11,0,0,0,0,17,12,0,0,0,0,31,17,0,0,0,0,51,26,0,0,0,0,73,31,0,0,0,0,63,31,0,0,0,0,92,51,0,0,0,0,73,26,0,0,0,0,95,30,0,0,0,0,597,270,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,Bến Lức,9,83,11,8,0,0,0,0,4,1,0,0,0,0,9,4,0,0,0,0,5,3,0,0,0,0,9,4,0,0,0,0,21,15,0,0,0,0,40,23,0,0,0,0,40,19,2,2,0,0,80,40,2,2,0,0,121,72,2,0,0,0,111,50,2,1,0,0,86,43,1,0,0,0,537,282,9,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,Thủ Thừa,10,93,5,1,0,0,0,0,1,0,0,0,0,0,3,1,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,6,1,0,0,0,0,12,4,0,0,0,0,12,4,0,0,0,0,8,5,0,0,0,0,11,7,0,0,0,0,23,14,0,0,0,0,15,4,0,0,0,0,99,42,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,Châu Thành,11,91,8,1,1,0,0,0,6,3,0,0,0,0,2,2,0,0,0,0,7,4,1,0,0,0,3,0,0,0,0,0,9,4,0,0,0,0,13,5,0,0,0,0,11,2,0,0,0,0,15,9,0,0,0,0,18,10,0,0,0,0,23,14,0,0,0,0,33,16,0,0,0,0,148,70,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,Tân Trụ,12,88,3,1,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,7,4,0,0,0,0,9,5,0,0,0,0,6,5,3,2,0,0,11,5,0,0,0,0,15,6,1,1,0,0,27,16,1,1,0,0,23,15,0,0,0,0,15,12,2,0,0,0,122,73,7,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,Cần Đước,13,95,10,6,0,0,0,0,2,1,0,0,0,0,9,6,0,0,0,0,6,3,0,0,0,0,5,3,0,0,0,0,10,4,0,0,0,0,12,7,0,0,0,0,22,9,0,0,0,0,39,23,1,1,0,0,56,45,2,1,0,0,42,25,2,2,0,0,22,15,0,0,0,0,235,147,5,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,Cần Giuộc,14,90,10,4,0,0,0,0,5,5,0,0,0,0,6,3,0,0,0,0,9,8,0,0,0,0,20,16,0,0,0,0,20,14,1,1,0,0,21,12,0,0,0,0,25,15,2,2,0,0,31,24,4,4,0,0,44,32,1,0,0,0,45,31,0,0,0,0,20,11,1,0,0,0,256,175,9,7,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,Kiến Tường,,87,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,1,1,1,0,0,5,2,0,0,0,0,18,11,0,0,0,0,10,1,0,0,0,0,10,0,0,0,0,0,50,15,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,Tổng cộng,,,99,41,1,0,0,0,61,27,0,0,0,0,71,43,0,0,0,0,64,39,1,0,0,0,79,48,0,0,0,0,141,79,2,1,0,0,187,103,4,3,0,0,233,110,5,5,0,0,316,174,8,8,0,0,510,309,7,2,0,0,521,250,5,3,0,0,446,199,5,0,0,0,2728,1422,38,22,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2728,1422,38,22,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Soc Trang Province,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Năm 2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STT,District,District code,,January,,,,,,,,February,,,,,,,,March,,,,,,,,April,,,,,,,,May,,,,,,,,June,,,,,,,,July,,,,,,,,August,,,,,,,,September,,,,,,,,October,,,,,,,,November,,,,,,,,December,,,,,,,,Check,,,,,,,,,,,,,,,,,,,,,,,
,,,,cases,,,,death,,,,cases,,,,death,,,,cases,,,,death,,,,cases,,,,death,,,,cases,,,,death,,,,cases,,,,death,,,,cases,,,,death,,,,cases,,,,death,,,,cases,,,,death,,,,cases,,,,death,,,,cases,,,,death,,,,cases,,,,death,,,,Mắc,,,,Chết,,,,,,,,,,,,,,,,,,,
,,,,DHF,,Severe DHF,,DHF,,Severe DHF,,DHF,,Severe DHF,,DHF,,Severe DHF,,DHF,,Severe DHF,,DHF,,Severe DHF,,DHF,,Severe DHF,,DHF,,Severe DHF,,DHF,,Severe DHF,,DHF,,Severe DHF,,DHF,,Severe DHF,,DHF,,Severe DHF,,DHF,,Severe DHF,,DHF,,Severe DHF,,DHF,,Severe DHF,,DHF,,Severe DHF,,DHF,,Severe DHF,,DHF,,Severe DHF,,DHF,,Severe DHF,,DHF,,Severe DHF,,DHF,,Severe DHF,,DHF,,Severe DHF,,DHF,,Severe DHF,,DHF,,Severe DHF,,Độ I & II,,Sốc (Độ III & IV),,Độ I & II,,Sốc (Độ III & IV),,,,,,,,,,,,,,,,,
,,,,Total ,<15 yr-old,Total ,<15 yr-old,Total ,<15 yr-old,Total ,<15 yr-old,Total ,<15 yr-old,Total ,<15 yr-old,Total ,<15 yr-old,Total ,<15 yr-old,Total ,<15 yr-old,Total ,<15 yr-old,Total ,<15 yr-old,Total ,<15 yr-old,Total ,<15 yr-old,Total ,<15 yr-old,Total ,<15 yr-old,Total ,<15 yr-old,Total ,<15 yr-old,Total ,<15 yr-old,Total ,<15 yr-old,Total ,<15 yr-old,Total ,<15 yr-old,Total ,<15 yr-old,Total ,<15 yr-old,Total ,<15 yr-old,Total ,<15 yr-old,Total ,<15 yr-old,Total ,<15 yr-old,Total ,<15 yr-old,Total ,<15 yr-old,Total ,<15 yr-old,Total ,<15 yr-old,Total ,<15 yr-old,Total ,<15 yr-old,Total ,<15 yr-old,Total ,<15 yr-old,Total ,<15 yr-old,Total ,<15 yr-old,Total ,<15 yr-old,Total ,<15 yr-old,Total ,<15 yr-old,Total ,<15 yr-old,Total ,<15 yr-old,Total ,<15 yr-old,Total ,<15 yr-old,Total ,<15 yr-old,Total ,<15 yr-old,Total ,<15 yr-old,Total ,<15 yr-old,TS,<15t,TS,<15t,TS,<15t,TS,<15t,,,,,,,,,,,,,,,,
1,Sóc Trăng,76,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,5,5,0,0,0,0,0,0,6,6,0,0,0,0,0,0,11,11,1,1,0,0,0,0,5,4,0,0,0,0,0,0,3,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,38,36,1,1,0,0,0,0,,,,,,,,,,,,,,,,
2,Kế Sách,77,98,5,5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,3,1,0,0,0,0,0,7,7,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,24,24,2,1,0,0,0,0,,,,,,,,,,,,,,,,
3,Mỹ Xuyên,98,101,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,2,1,1,0,0,0,0,12,12,3,3,0,0,0,0,6,6,0,0,0,0,0,0,6,6,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4,3,2,2,0,0,0,0,0,0,1,1,0,0,0,0,2,2,0,0,0,0,0,0,34,33,8,8,0,0,0,0,,,,,,,,,,,,,,,,
4,Mỹ Tú,101,100,3,3,0,0,0,0,0,0,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,8,8,0,0,0,0,0,0,32,31,2,2,0,0,0,0,6,6,0,0,0,0,0,0,7,6,2,1,0,0,0,0,4,4,2,2,0,0,0,0,3,3,1,1,0,0,0,0,5,3,1,1,0,0,0,0,3,3,0,0,0,0,0,0,75,71,8,7,0,0,0,0,,,,,,,,,,,,,,,,
5,Long Phú,100,99,1,1,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,3,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,20,20,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6,Vĩnh Châu,80,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,0,0,,,,,,,,,,,,,,,,
7,Thạnh Trị,78,104,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,22,22,1,1,0,0,0,0,4,4,0,0,0,0,0,0,6,6,2,1,0,0,0,0,2,1,1,1,0,0,0,0,9,8,2,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,47,6,4,0,0,0,0,,,,,,,,,,,,,,,,
8,Tổng cộng,,,11,11,0,0,0,0,0,0,9,9,0,0,0,0,0,0,4,4,0,0,0,0,0,0,5,5,1,1,0,0,0,0,21,21,1,1,0,0,0,0,77,76,7,7,0,0,0,0,33,33,2,1,0,0,0,0,32,30,5,3,0,0,0,0,13,11,3,3,0,0,0,0,17,15,5,4,0,0,0,0,8,5,2,2,0,0,0,0,12,12,0,0,0,0,0,0,242,232,26,22,0,0,0,0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242,232,26,22,0,0,0,0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Năm 2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STT,District,,,January,,,,,,,,February,,,,,,,,March,,,,,,,,April,,,,,,,,May,,,,,,,,June,,,,,,,,July,,,,,,,,August,,,,,,,,September,,,,,,,,October,,,,,,,,November,,,,,,,,December,,,,,,,,Check,,,,,,,,,,,,,,,,,,,,,,,
,,,,cases,,,,death,,,,cases,,,,death,,,,cases,,,,death,,,,cases,,,,death,,,,cases,,,,death,,,,cases,,,,death,,,,cases,,,,death,,,,cases,,,,death,,,,cases,,,,death,,,,cases,,,,death,,,,cases,,,,death,,,,cases,,,,death,,,,Mắc,,,,Chết,,,,,,,,,,,,,,,,,,,
,,,,DHF,,Severe DHF,,DHF,,Severe DHF,,DHF,,Severe DHF,,DHF,,Severe DHF,,DHF,,Severe DHF,,DHF,,Severe DHF,,DHF,,Severe DHF,,DHF,,Severe DHF,,DHF,,Severe DHF,,DHF,,Severe DHF,,DHF,,Severe DHF,,DHF,,Severe DHF,,DHF,,Severe DHF,,DHF,,Severe DHF,,DHF,,Severe DHF,,DHF,,Severe DHF,,DHF,,Severe DHF,,DHF,,Severe DHF,,DHF,,Severe DHF,,DHF,,Severe DHF,,DHF,,Severe DHF,,DHF,,Severe DHF,,DHF,,Severe DHF,,DHF,,Severe DHF,,Độ I & II,,Sốc (Độ III & IV),,Độ I & II,,Sốc (Độ III & IV),,,,,,,,,,,,,,,,,
,,,,Total ,<15 yr-old,Total ,<15 yr-old,Total ,<15 yr-old,Total ,<15 yr-old,Total ,<15 yr-old,Total ,<15 yr-old,Total ,<15 yr-old,Total ,<15 yr-old,Total ,<15 yr-old,Total ,<15 yr-old,Total ,<15 yr-old,Total ,<15 yr-old,Total ,<15 yr-old,Total ,<15 yr-old,Total ,<15 yr-old,Total ,<15 yr-old,Total ,<15 yr-old,Total ,<15 yr-old,Total ,<15 yr-old,Total ,<15 yr-old,Total ,<15 yr-old,Total ,<15 yr-old,Total ,<15 yr-old,Total ,<15 yr-old,Total ,<15 yr-old,Total ,<15 yr-old,Total ,<15 yr-old,Total ,<15 yr-old,Total ,<15 yr-old,Total ,<15 yr-old,Total ,<15 yr-old,Total ,<15 yr-old,Total ,<15 yr-old,Total ,<15 yr-old,Total ,<15 yr-old,Total ,<15 yr-old,Total ,<15 yr-old,Total ,<15 yr-old,Total ,<15 yr-old,Total ,<15 yr-old,Total ,<15 yr-old,Total ,<15 yr-old,Total ,<15 yr-old,Total ,<15 yr-old,Total ,<15 yr-old,Total ,<15 yr-old,Total ,<15 yr-old,Total ,<15 yr-old,TS,<15t,TS,<15t,TS,<15t,TS,<15t,,,,,,,,,,,,,,,,
1,Sóc Trăng,76,103,2,2,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0,7,6,2,2,0,0,0,0,50,50,14,14,0,0,1,1,79,76,19,17,0,0,0,0,75,75,14,14,0,0,1,1,79,78,12,12,0,0,0,0,47,47,7,7,0,0,0,0,20,19,6,6,0,0,0,0,22,22,2,2,0,0,0,0,385,378,78,75,0,0,2,2,,,,,,,,,,,,,,,,
