stt,district,district_code,updated_district_code,province,total_DHF_cases,year,m1,m2,m3,m4,m5,m6,m7,m8,m9,m10,m11,m12
6,Phú Tân,90,42,Ca Mau,192,2012,13,27,15,15,12,16,15,14,13,16,30,6
7,Đầm Dơi,89,39,Ca Mau,321,2012,44,39,27,26,31,22,18,29,27,31,16,11
8,Năm Căn,92,40,Ca Mau,66,2012,8,3,5,3,8,6,10,8,8,4,1,2
9,Ngọc Hiển ,91,41,Ca Mau,73,2012,4,1,11,5,9,4,10,8,10,6,4,1
1,Cà Mau,84,37,Ca Mau,46,2013,5,0,3,4,1,3,5,3,2,6,5,9
2,Thới Bình,85,43,Ca Mau,20,2013,2,1,1,2,1,2,1,4,3,1,0,2
3,U Minh,86,45,Ca Mau,29,2013,6,2,1,6,1,1,2,2,1,3,1,3
4,Trần Văn Thời,87,44,Ca Mau,118,2013,1,2,4,0,8,10,20,13,28,17,9,6
5,Cái Nước,88,38,Ca Mau,33,2013,6,1,1,2,1,6,6,3,6,1,0,0
6,Phú Tân,90,42,Ca Mau,20,2013,7,2,1,1,0,2,3,1,1,0,2,0
7,Đầm Dơi,89,39,Ca Mau,105,2013,8,6,7,3,1,4,5,15,14,19,19,4
8,Năm Căn,92,40,Ca Mau,18,2013,0,1,0,1,1,1,2,4,4,2,2,0
9,Ngọc Hiển ,91,41,Ca Mau,11,2013,1,0,2,0,0,2,3,1,0,0,1,1
1,Cà Mau,84,37,Ca Mau,51,2014,5,6,7,3,0,1,3,6,6,5,5,4
2,Thới Bình,85,43,Ca Mau,33,2014,1,2,3,4,1,1,2,0,5,3,3,8
3,U Minh,86,45,Ca Mau,37,2014,1,1,2,0,2,7,1,4,2,7,8,2
4,Trần Văn Thời,87,44,Ca Mau,66,2014,2,2,0,3,3,4,8,5,5,7,16,11
5,Cái Nước,88,38,Ca Mau,29,2014,0,2,2,2,2,2,2,2,4,1,7,3
6,Phú Tân,90,42,Ca Mau,12,2014,0,0,3,0,3,0,0,0,1,1,4,0
7,Đầm Dơi,89,39,Ca Mau,147,2014,2,4,10,3,6,5,2,2,17,47,33,16
8,Năm Căn,92,40,Ca Mau,14,2014,0,0,1,1,1,0,2,1,4,2,1,1
9,Ngọc Hiển ,91,41,Ca Mau,4,2014,0,1,1,0,0,0,1,0,0,0,0,1
1,Cà Mau,84,37,Ca Mau,129,2015,7,3,3,2,3,6,1,8,23,33,21,19
2,Thới Bình,85,43,Ca Mau,116,2015,2,1,0,3,1,2,5,11,18,30,20,23
3,U Minh,86,45,Ca Mau,24,2015,0,0,1,3,1,0,0,2,3,2,5,7
4,Trần Văn Thời,87,44,Ca Mau,56,2015,2,0,2,2,2,3,1,9,2,8,17,8
5,Cái Nước,88,38,Ca Mau,158,2015,3,3,1,0,2,2,3,2,18,38,43,43
6,Phú Tân,90,42,Ca Mau,341,2015,3,0,0,4,6,11,12,32,37,91,87,58
7,Đầm Dơi,89,39,Ca Mau,247,2015,11,4,3,5,10,7,4,17,26,77,56,27
8,Năm Căn,92,40,Ca Mau,39,2015,2,1,0,2,4,3,4,2,4,4,6,7
9,Ngọc Hiển ,91,41,Ca Mau,9,2015,0,0,0,1,0,0,0,1,0,2,0,5
1,Cà Mau,84,37,Ca Mau,203,2016,14,14,8,7,8,2,4,19,32,34,40,21
2,Thới Bình,85,43,Ca Mau,245,2016,6,5,3,16,9,15,14,18,29,39,61,30
3,U Minh,86,45,Ca Mau,38,2016,2,0,3,2,0,4,2,3,7,5,1,9
4,Trần Văn Thời,87,44,Ca Mau,174,2016,2,5,10,13,4,12,15,12,24,25,24,28
5,Cái Nước,88,38,Ca Mau,586,2016,33,13,19,17,11,8,24,50,70,149,141,51
6,Phú Tân,90,42,Ca Mau,275,2016,41,21,21,12,9,12,17,19,31,39,39,14
7,Đầm Dơi,89,39,Ca Mau,210,2016,20,10,14,8,9,8,12,21,26,19,48,15
8,Năm Căn,92,40,Ca Mau,59,2016,4,8,5,13,3,0,1,5,8,4,5,3
9,Ngọc Hiển ,91,41,Ca Mau,30,2016,1,1,2,2,2,0,2,1,3,5,5,6
1,Cà Mau,84,37,Ca Mau,301,2017,13,28,19,10,17,45,45,59,33,20,7,5
2,Thới Bình,85,43,Ca Mau,141,2017,9,14,15,4,8,15,18,26,12,14,4,2
3,U Minh,86,45,Ca Mau,84,2017,4,3,5,4,5,13,6,21,9,9,3,2
4,Trần Văn Thời,87,44,Ca Mau,762,2017,28,47,40,87,93,108,102,93,69,66,23,6
5,Cái Nước,88,38,Ca Mau,168,2017,22,10,7,3,8,15,19,31,23,20,6,4
6,Phú Tân,90,42,Ca Mau,99,2017,12,8,4,10,8,0,14,19,17,3,3,1
7,Đầm Dơi,89,39,Ca Mau,380,2017,12,9,13,15,33,29,37,70,58,54,39,11
8,Năm Căn,92,40,Ca Mau,48,2017,3,4,6,5,3,3,3,6,5,3,4,3
9,Ngọc Hiển ,91,41,Ca Mau,207,2017,2,6,14,22,27,25,38,16,17,17,14,9
1,Cà Mau,84,37,Ca Mau,137,2018,2,0,6,8,6,6,11,8,12,23,29,26
2,Thới Bình,85,43,Ca Mau,66,2018,0,3,2,1,1,2,4,7,11,9,15,11
3,U Minh,86,45,Ca Mau,36,2018,0,0,1,1,1,0,3,3,5,3,17,2
4,Trần Văn Thời,87,44,Ca Mau,199,2018,22,2,23,18,12,6,18,24,22,28,10,14
5,Cái Nước,88,38,Ca Mau,170,2018,1,1,3,2,0,1,6,9,26,49,46,26
6,Phú Tân,90,42,Ca Mau,67,2018,2,0,0,2,2,2,4,6,17,13,9,10
7,Đầm Dơi,89,39,Ca Mau,167,2018,11,4,3,0,8,10,9,7,45,31,22,17
8,Năm Căn,92,40,Ca Mau,23,2018,0,0,1,0,0,1,4,1,4,5,7,0
9,Ngọc Hiển ,91,41,Ca Mau,38,2018,5,0,1,0,2,3,5,5,5,7,2,3
1,Cần Thơ,,,Can Tho,113,2001,7,6,6,6,13,12,13,7,12,17,10,4
2,Thốt Nốt,115,34,Can Tho,44,2001,4,7,4,1,5,2,4,3,2,7,4,1
3,Ô Môn,113,32,Can Tho,70,2001,2,0,1,3,3,6,12,21,9,8,4,1
4,Châu Thành,,,Can Tho,100,2001,0,1,1,1,1,4,11,11,9,11,23,27
5,Châu Thành A,,,Can Tho,48,2001,3,0,3,3,2,2,6,9,6,6,5,3
6,Phụng Hiệp,,,Can Tho,38,2001,0,1,3,2,3,4,6,8,6,5,0,0
7,Vị Thanh,,,Can Tho,5,2001,0,0,0,1,0,2,0,0,1,0,1,0
8,Vị Thủy,,,Can Tho,14,2001,0,1,0,0,2,2,1,1,4,3,0,0
9,Long Mỹ,,,Can Tho,4,2001,0,0,0,0,1,0,2,1,0,0,0,0
1,Cần Thơ,,"28-31, 33, 35",Can Tho,83,2002,7,1,6,0,2,2,5,8,12,9,9,22
2,Thốt Nốt,115,34,Can Tho,13,2002,6,0,0,3,1,0,1,0,0,1,0,1
3,Ô Môn,113,32,Can Tho,18,2002,3,0,0,0,1,0,1,1,2,4,3,3
4,Châu Thành,,,Can Tho,13,2002,2,0,0,0,2,3,0,1,1,1,1,2
5,Châu Thành A,,,Can Tho,20,2002,0,0,0,1,1,0,1,6,0,4,2,5
6,Phụng Hiệp,,,Can Tho,12,2002,0,0,0,0,1,0,0,1,3,3,1,3
7,Vị Thanh,,,Can Tho,3,2002,0,1,0,0,0,0,0,0,0,1,0,1
8,Vị Thủy,,,Can Tho,1,2002,0,0,0,0,0,0,0,0,0,0,1,0
9,Long Mỹ,,,Can Tho,19,2002,0,0,0,0,0,2,0,5,2,2,0,8
1,Cần Thơ,,"28-31, 33, 35",Can Tho,359,2003,28,20,14,19,12,14,42,35,37,35,53,50
2,Thốt Nốt,115,34,Can Tho,249,2003,0,0,5,1,3,6,12,13,44,83,37,45
3,Ô Môn,113,32,Can Tho,121,2003,0,0,2,2,6,3,8,10,6,12,50,22
4,Châu Thành,,,Can Tho,51,2003,1,1,4,4,4,3,3,2,7,5,10,7
5,Châu Thành A,,,Can Tho,58,2003,1,5,10,3,4,2,6,3,3,4,7,10
6,Phụng Hiệp,,,Can Tho,41,2003,1,2,5,1,1,2,3,4,5,3,9,5
7,Vị Thanh,,,Can Tho,1,2003,0,0,0,0,0,1,0,0,0,0,0,0
8,Vị Thủy,,,Can Tho,6,2003,0,0,1,1,0,2,0,0,0,1,0,1
9,Long Mỹ,,,Can Tho,25,2003,4,0,0,1,0,2,2,4,3,1,5,3
1,Ninh Kiều,65,31,Can Tho,454,2004,41,29,28,19,17,24,50,42,56,37,46,65
2,Bình Thủy,64,28,Can Tho,134,2004,7,8,6,1,2,3,15,13,19,20,24,16
3,Cái Răng,66,30,Can Tho,234,2004,10,1,10,17,7,18,41,32,34,27,22,15
4,Ô Môn,113,32,Can Tho,201,2004,2,5,6,8,2,4,11,7,18,26,64,48
5,Phong Điền,67,33,Can Tho,206,2004,2,0,1,0,4,11,12,30,39,38,40,29
6,Vĩnh Thạnh,112,36,Can Tho,139,2004,2,0,10,16,5,5,4,6,12,12,30,37
7,Thốt Nốt,115,34,Can Tho,243,2004,17,8,41,37,12,6,15,11,8,19,36,33
8,Cờ Đỏ,114,29,Can Tho,267,2004,0,2,1,1,0,8,10,8,12,33,89,103
1,Bình Thủy,64,28,Can Tho,119,2005,9,2,2,5,2,6,22,19,20,15,11,6
2,Cái Răng,66,30,Can Tho,84,2005,5,5,6,1,2,8,8,9,7,13,11,9
3,Cờ Đỏ,114,29,Can Tho,133,2005,15,1,6,13,3,5,8,7,5,21,40,9
4,Ninh Kiều,65,31,Can Tho,309,2005,43,9,14,9,3,9,16,37,48,45,49,27
5,Ô Môn,113,32,Can Tho,207,2005,12,9,18,19,12,12,21,19,37,26,14,8
6,Phong Điền,67,33,Can Tho,117,2005,13,2,5,13,0,9,11,5,16,21,19,3
7,Thốt Nốt,115,34,Can Tho,87,2005,9,4,6,10,0,1,2,4,2,10,28,11
8,Vĩnh Thạnh,112,36,Can Tho,55,2005,11,2,3,7,4,1,2,1,5,7,8,4
1,Phong Điền,67,33,Can Tho,122,2006,1,5,4,8,17,20,15,18,21,13,,
2,Ninh Kiều,65,31,Can Tho,207,2006,21,22,18,13,14,20,13,39,30,17,,
3,Thốt Nốt,115,34,Can Tho,72,2006,4,5,4,6,2,12,8,9,7,15,,
4,Ô Môn,113,32,Can Tho,117,2006,13,4,8,8,8,10,8,27,18,13,,
5,Vĩnh Thạnh,112,36,Can Tho,25,2006,2,3,3,1,2,7,0,1,5,1,,
6,Bình Thủy,64,28,Can Tho,77,2006,10,8,2,8,10,4,3,14,9,9,,
7,Cái Răng,66,30,Can Tho,108,2006,6,9,3,7,15,13,16,21,11,7,,
8,Cờ Đỏ,114,29,Can Tho,65,2006,5,1,2,4,9,5,4,14,7,14,,
1,Phong Điền,67,33,Can Tho,123,2007,2,1,7,9,17,27,24,16,14,6,,
2,Ninh Kiều,65,31,Can Tho,210,2007,22,5,8,7,25,44,26,29,31,13,,
3,Thốt Nốt,115,34,Can Tho,336,2007,10,6,11,18,34,116,54,27,31,29,,
4,Ô Môn,113,32,Can Tho,139,2007,11,1,10,12,7,13,22,22,8,33,,
5,Vĩnh Thạnh,112,36,Can Tho,17,2007,0,0,2,0,4,1,0,0,1,9,,
6,Bình Thủy,64,28,Can Tho,82,2007,9,1,2,3,4,25,16,11,3,8,,
7,Cái Răng,66,30,Can Tho,78,2007,3,4,7,7,3,20,8,14,7,5,,
8,Cờ Đỏ,114,29,Can Tho,39,2007,5,0,0,2,3,9,11,2,1,6,,
1,Phong Điền,67,33,Can Tho,57,2008,1,0,0,2,0,4,12,12,8,18,,
2,Ninh Kiều,65,31,Can Tho,192,2008,19,1,4,2,3,15,26,37,45,40,,
3,Thốt Nốt,115,34,Can Tho,16,2008,7,2,1,0,0,2,0,1,2,1,,
4,Ô Môn,113,32,Can Tho,111,2008,3,2,9,3,11,11,13,11,15,33,,
5,Vĩnh Thạnh,112,36,Can Tho,5,2008,0,0,0,1,0,0,0,1,1,2,,
6,Bình Thủy,64,28,Can Tho,93,2008,5,0,0,2,2,7,17,16,17,27,,
7,Cái Răng,66,30,Can Tho,40,2008,4,0,1,2,2,6,9,10,4,2,,
8,Cờ Đỏ,114,29,Can Tho,82,2008,5,0,0,1,0,5,23,10,9,29,,
1,Phong Điền,67,33,Can Tho,161,2009,3,4,11,14,18,20,48,18,18,7,,
2,Ninh Kiều,65,31,Can Tho,265,2009,23,15,29,18,25,23,33,40,39,20,,
3,Thốt Nốt,115,34,Can Tho,35,2009,0,0,0,0,4,4,3,1,5,18,,
4,Ô Môn,113,32,Can Tho,84,2009,5,3,7,2,5,2,21,2,15,22,,
5,Vĩnh Thạnh,112,36,Can Tho,3,2009,0,0,0,0,0,0,1,1,0,1,,
6,Bình Thủy,64,28,Can Tho,83,2009,11,8,4,9,6,7,11,15,8,4,,
7,Cái Răng,66,30,Can Tho,128,2009,3,1,9,7,14,12,17,32,22,11,,
8,Cờ Đỏ,114,29,Can Tho,21,2009,12,1,0,0,2,0,2,2,1,1,,
9,Thới Lai,111,35,Can Tho,54,2009,0,4,6,10,2,0,17,4,6,5,,
1,Ninh Kiều,65,31,Can Tho,31,2010,17,0,0,0,0,13,1,0,0,0,,
2,Bình Thủy,64,28,Can Tho,7,2010,2,0,0,0,0,4,1,0,0,0,,
3,Cái Răng,66,30,Can Tho,13,2010,2,3,0,0,0,5,3,0,0,0,,
4,Vĩnh Thạnh,112,36,Can Tho,2,2010,0,0,0,0,0,1,1,0,0,0,,
5,Ô Môn,113,32,Can Tho,72,2010,8,3,0,0,0,41,19,0,1,0,,
6,Thốt Nốt,115,34,Can Tho,11,2010,6,1,0,0,0,3,1,0,0,0,,
7,Cờ Đỏ,114,29,Can Tho,9,2010,0,1,0,0,0,4,3,0,1,0,,
8,Thới Lai,111,35,Can Tho,13,2010,0,3,0,0,0,6,3,0,0,1,,
9,Phong Điền,67,33,Can Tho,18,2010,4,1,0,0,0,9,4,0,0,0,,
1,Ninh Kiều,65,31,Can Tho,30,2011,14,1,0,0,0,0,2,0,0,13,,
2,Bình Thủy,64,28,Can Tho,14,2011,10,2,0,0,0,0,2,0,0,0,,
3,Cái Răng,66,30,Can Tho,14,2011,6,1,0,0,0,0,1,0,0,6,,
4,Vĩnh Thạnh,112,36,Can Tho,3,2011,1,1,0,0,0,0,1,0,0,0,,
5,Ô Môn,113,32,Can Tho,11,2011,3,5,0,0,0,0,2,0,0,1,,
6,Thốt Nốt,115,34,Can Tho,14,2011,5,1,0,0,0,0,2,0,0,6,,
7,Cờ Đỏ,114,29,Can Tho,10,2011,4,1,0,0,0,0,0,0,0,5,,
8,Thới Lai,111,35,Can Tho,14,2011,6,1,0,0,0,0,3,0,0,4,,
9,Phong Điền,67,33,Can Tho,5,2011,1,0,0,0,0,0,2,0,0,2,,
1,Ninh Kiều,65,31,Can Tho,273,2012,15,19,13,9,13,15,41,49,21,22,24,32
2,Bình Thủy,64,28,Can Tho,123,2012,4,6,5,8,1,12,16,17,20,11,11,12
3,Cái Răng,66,30,Can Tho,95,2012,9,3,7,4,10,3,13,8,10,11,5,12
4,Vĩnh Thạnh,112,36,Can Tho,27,2012,1,0,2,0,0,2,5,5,4,5,3,0
5,Ô Môn,113,32,Can Tho,41,2012,1,2,1,2,0,1,5,5,9,6,5,4
6,Thốt Nốt,115,34,Can Tho,88,2012,2,4,7,8,4,5,11,11,14,3,14,5
7,Cờ Đỏ,114,29,Can Tho,71,2012,1,3,3,2,0,4,11,6,6,9,16,10
8,Thới Lai,111,35,Can Tho,77,2012,1,4,10,4,1,3,5,5,10,11,17,6
9,Phong Điền,67,33,Can Tho,74,2012,2,3,7,8,4,6,5,8,14,5,9,3
1,Ninh Kiều,65,31,Can Tho,169,2013,13,7,7,14,7,12,15,23,21,18,10,22
2,Bình Thủy,64,28,Can Tho,71,2013,11,2,5,2,4,5,11,10,0,6,5,10
3,Cái Răng,66,30,Can Tho,65,2013,5,3,6,3,8,6,3,5,5,5,9,7
4,Vĩnh Thạnh,112,36,Can Tho,20,2013,3,0,0,0,0,1,1,1,0,4,6,4
5,Ô Môn,113,32,Can Tho,56,2013,4,3,1,1,4,0,3,5,8,8,7,12
6,Thốt Nốt,115,34,Can Tho,15,2013,3,2,1,2,1,1,0,0,1,1,2,1
7,Cờ Đỏ,114,29,Can Tho,36,2013,1,1,6,10,2,1,3,0,1,2,3,6
8,Thới Lai,111,35,Can Tho,67,2013,5,2,6,3,4,12,7,1,4,4,10,9
9,Phong Điền,67,33,Can Tho,50,2013,4,3,5,2,7,6,4,2,2,2,3,10
1,Bình Thủy,64,28,Can Tho,45,2014,2,5,7,2,2,4,3,5,1,4,6,4
2,Cái Răng,66,30,Can Tho,54,2014,10,3,10,8,1,1,0,3,4,8,5,1
3,Cờ Đỏ,114,29,Can Tho,108,2014,0,1,5,5,3,4,6,10,18,16,16,24
4,Ninh Kiều,65,31,Can Tho,71,2014,7,10,14,5,3,2,0,1,5,6,6,12
5,Ô Môn,113,32,Can Tho,60,2014,1,2,3,4,3,4,0,8,2,11,8,14
6,Phong Điền,67,33,Can Tho,32,2014,2,1,2,0,2,2,2,2,1,5,3,10
7,Thốt Nốt,115,34,Can Tho,37,2014,0,2,0,1,3,2,0,2,5,7,9,6
8,Vĩnh Thạnh,112,36,Can Tho,23,2014,0,0,0,0,0,1,0,0,1,2,10,9
9,Thới Lai,111,35,Can Tho,60,2014,4,3,5,4,6,4,3,6,13,5,6,1
1,Bình Thủy,64,28,Can Tho,63,2015,2,2,4,2,2,1,9,8,8,7,10,8
2,Cái Răng,66,30,Can Tho,52,2015,2,2,4,0,2,4,2,2,5,7,12,10
3,Cờ Đỏ,114,29,Can Tho,73,2015,12,4,6,11,2,2,2,3,0,8,14,9
4,Ninh Kiều,65,31,Can Tho,181,2015,5,10,9,3,2,5,8,25,18,18,33,45
5,Ô Môn,113,32,Can Tho,83,2015,6,7,5,7,9,5,7,9,5,15,4,4
6,Phong Điền,67,33,Can Tho,36,2015,0,2,1,4,3,0,0,5,9,6,4,2
7,Thốt Nốt,115,34,Can Tho,63,2015,11,5,8,3,2,6,6,5,2,8,4,3
8,Vĩnh Thạnh,112,36,Can Tho,5,2015,0,0,0,0,0,0,1,0,2,0,2,0
9,Thới Lai,111,35,Can Tho,60,2015,3,1,5,2,6,2,2,4,2,10,15,8
1,Bình Thủy,64,28,Can Tho,94,2016,18,7,19,7,3,1,4,4,7,6,15,3
2,Cái Răng,66,30,Can Tho,98,2016,5,7,4,9,8,2,4,13,9,10,21,6
3,Cờ Đỏ,114,29,Can Tho,61,2016,4,7,4,7,3,7,6,4,4,4,5,6
4,Ninh Kiều,65,31,Can Tho,209,2016,27,23,26,17,5,8,11,17,23,13,26,13
5,Ô Môn,113,32,Can Tho,54,2016,0,3,0,9,9,7,1,8,2,4,7,4
6,Phong Điền,67,33,Can Tho,84,2016,3,3,5,3,6,3,4,10,9,16,13,9
7,Thốt Nốt,115,34,Can Tho,38,2016,1,8,2,4,0,1,1,4,3,7,5,2
8,Vĩnh Thạnh,112,36,Can Tho,10,2016,0,0,3,0,1,1,0,3,2,0,0,0
9,Thới Lai,111,35,Can Tho,76,2016,2,2,8,7,5,12,13,12,3,3,7,2
1,Bình Thủy,64,28,Can Tho,133,2017,5,15,13,9,7,7,9,23,13,15,7,10
2,Cái Răng,66,30,Can Tho,117,2017,8,8,9,6,13,9,17,12,15,8,4,8
3,Cờ Đỏ,114,29,Can Tho,53,2017,1,3,6,4,2,6,1,6,6,2,9,7
4,Ninh Kiều,65,31,Can Tho,378,2017,19,33,34,19,36,37,45,45,43,23,28,16
5,Ô Môn,113,32,Can Tho,109,2017,9,4,13,1,9,20,8,12,10,13,8,2
6,Phong Điền,67,33,Can Tho,129,2017,4,2,8,12,20,13,25,17,14,6,6,2
7,Thốt Nốt,115,34,Can Tho,78,2017,3,9,6,8,8,9,8,9,5,6,3,4
8,Vĩnh Thạnh,112,36,Can Tho,44,2017,0,1,5,3,4,7,6,3,7,3,3,2
9,Thới Lai,111,35,Can Tho,106,2017,6,5,11,4,23,17,4,4,7,2,10,13
1,Bình Thủy,64,28,Can Tho,83,2018,6,1,2,2,5,15,11,9,8,14,5,5
2,Cái Răng,66,30,Can Tho,108,2018,2,0,1,8,13,14,12,12,20,15,4,7
3,Cờ Đỏ,114,29,Can Tho,44,2018,2,1,6,5,1,4,4,6,4,6,4,1
4,Ninh Kiều,65,31,Can Tho,266,2018,17,6,1,10,7,24,33,43,40,42,13,30
5,Ô Môn,113,32,Can Tho,173,2018,3,3,2,8,16,26,20,25,33,15,13,9
6,Phong Điền,67,33,Can Tho,86,2018,0,0,2,4,5,11,27,11,7,16,2,1
7,Thốt Nốt,115,34,Can Tho,126,2018,2,0,2,4,12,17,19,20,10,17,13,10
8,Vĩnh Thạnh,112,36,Can Tho,45,2018,0,1,1,1,6,4,1,5,7,5,8,6
9,Thới Lai,111,35,Can Tho,80,2018,9,5,6,6,7,8,10,5,8,8,8,0
1,TX. Cao Lãnh,15,47,Dong Thap,430,2001,13,6,6,10,18,53,75,106,61,41,23,18
2,Sa Đéc,16,53,Dong Thap,92,2001,8,16,5,4,6,0,5,12,11,13,6,6
3,Cao Lãnh ,126,46,Dong Thap,601,2001,8,3,4,2,6,15,67,129,155,117,64,31
4,Tháp Mười ,127,57,Dong Thap,754,2001,9,11,9,1,33,65,111,144,142,119,75,35
5,Thanh Bình ,19,56,Dong Thap,95,2001,0,0,1,2,4,9,16,37,10,9,5,2
6,Tam Nông ,18,54,Dong Thap,207,2001,9,5,2,3,5,6,37,24,34,14,25,43
7,Hồng Ngự ,128,49 & 50,Dong Thap,111,2001,1,1,3,2,11,13,10,20,18,13,9,10
8,Tân Hồng ,17,55,Dong Thap,248,2001,1,3,3,1,35,28,48,45,41,24,17,2
9,Lấp Vò ,20,51,Dong Thap,404,2001,12,38,23,19,38,59,81,58,31,31,8,6
10,Lai Vung ,21,52,Dong Thap,407,2001,9,7,8,10,6,29,41,93,86,75,36,7
11,Châu Thành ,22,58,Dong Thap,117,2001,12,12,3,6,8,4,6,20,13,16,11,6
1,TX. Cao Lãnh,15,47,Dong Thap,217,2002,8,6,4,3,15,18,33,33,33,46,14,4
2,Sa Đéc,16,53,Dong Thap,62,2002,3,0,1,2,1,1,1,4,17,18,6,8
3,Cao Lãnh ,126,46,Dong Thap,145,2002,7,2,1,1,2,4,5,7,30,55,19,12
4,Tháp Mười ,127,57,Dong Thap,89,2002,7,5,3,0,5,2,6,2,8,13,21,17
5,Thanh Bình ,19,56,Dong Thap,26,2002,0,0,0,0,0,1,4,1,9,10,0,1
6,Tam Nông ,18,54,Dong Thap,59,2002,6,0,0,0,2,0,2,13,8,10,14,4
7,Hồng Ngự ,128,49 & 50,Dong Thap,156,2002,4,1,1,0,4,2,3,10,29,44,40,18
8,Tân Hồng ,17,55,Dong Thap,36,2002,0,0,0,0,1,0,2,4,6,9,11,3
9,Lấp Vò ,20,51,Dong Thap,95,2002,3,3,0,2,8,12,12,6,10,26,10,3
10,Lai Vung ,21,52,Dong Thap,54,2002,2,1,1,0,6,5,4,1,10,14,7,3
11,Châu Thành ,22,58,Dong Thap,272,2002,5,7,5,3,10,6,20,10,55,58,42,51
1,TX. Cao Lãnh,15,47,Dong Thap,211,2003,6,3,10,3,11,8,8,19,24,37,34,48
2,Sa Đéc,16,53,Dong Thap,306,2003,6,7,8,22,14,9,22,41,39,55,53,30
3,Cao Lãnh ,126,46,Dong Thap,272,2003,2,3,3,6,8,18,10,15,18,30,68,91
4,Tháp Mười ,127,57,Dong Thap,200,2003,7,1,3,7,2,25,2,12,19,48,45,29
5,Thanh Bình ,19,56,Dong Thap,72,2003,0,0,0,0,1,0,5,22,15,13,11,5
6,Tam Nông ,18,54,Dong Thap,244,2003,1,1,1,7,3,4,4,17,54,99,42,11
7,Hồng Ngự ,128,49 & 50,Dong Thap,249,2003,9,4,8,17,32,20,6,36,33,47,25,12
8,Tân Hồng ,17,55,Dong Thap,207,2003,0,0,0,0,0,8,2,24,57,60,48,8
9,Lấp Vò ,20,51,Dong Thap,348,2003,8,3,5,10,22,34,49,36,34,58,42,47
10,Lai Vung ,21,52,Dong Thap,340,2003,5,4,13,16,16,12,39,25,54,58,46,52
11,Châu Thành ,22,58,Dong Thap,491,2003,52,32,26,60,23,24,51,40,48,52,49,34
1,TX. Cao Lãnh,15,47,Dong Thap,325,2004,19,7,16,31,15,26,29,28,36,32,52,34
2,Sa Đéc,16,53,Dong Thap,313,2004,19,10,19,51,21,16,35,37,52,17,13,23
3,Cao Lãnh ,126,46,Dong Thap,715,2004,31,42,64,82,28,21,39,57,110,65,90,86
4,Tháp Mười ,127,57,Dong Thap,473,2004,27,9,9,9,32,6,8,16,48,110,116,83
5,Thanh Bình ,19,56,Dong Thap,132,2004,3,2,1,1,7,3,13,5,20,27,30,20
6,Tam Nông ,18,54,Dong Thap,379,2004,2,0,19,60,42,14,29,66,65,34,33,15
7,Hồng Ngự ,128,49 & 50,Dong Thap,155,2004,4,1,3,9,11,5,14,14,29,27,24,14
8,Tân Hồng ,17,55,Dong Thap,61,2004,1,8,1,1,11,2,4,8,8,8,6,3
9,Lấp Vò ,20,51,Dong Thap,439,2004,27,22,34,51,31,26,56,39,34,48,30,41
10,Lai Vung ,21,52,Dong Thap,476,2004,24,24,38,60,26,29,61,31,59,51,28,45
11,Châu Thành ,22,58,Dong Thap,402,2004,27,7,28,36,17,25,47,37,43,45,39,51
1,TX. Cao Lãnh,15,47,Dong Thap,818,2005,22,10,20,22,16,35,79,107,162,177,108,60
2,Sa Đéc,16,53,Dong Thap,344,2005,17,4,4,7,14,20,36,43,77,59,31,32
3,Cao Lãnh ,126,46,Dong Thap,1142,2005,33,25,44,59,55,35,66,92,229,261,156,87
4,Tháp Mười ,127,57,Dong Thap,1177,2005,14,3,10,11,9,10,42,71,241,424,240,102
5,Thanh Bình ,19,56,Dong Thap,418,2005,11,3,13,31,44,33,49,67,87,33,34,13
6,Tam Nông ,18,54,Dong Thap,175,2005,4,4,5,19,11,7,10,24,32,15,14,30
7,Hồng Ngự ,128,49 & 50,Dong Thap,364,2005,2,3,5,4,33,14,15,38,102,58,60,30
8,Tân Hồng ,17,55,Dong Thap,70,2005,2,1,5,0,0,0,5,5,16,14,10,12
9,Lấp Vò ,20,51,Dong Thap,567,2005,13,12,28,26,33,21,39,59,103,66,87,80
10,Lai Vung ,21,52,Dong Thap,346,2005,16,5,12,12,8,16,45,29,50,58,59,36
11,Châu Thành ,22,58,Dong Thap,292,2005,23,18,14,14,1,6,15,18,41,48,48,46
1,TX. Cao Lãnh,15,47,Dong Thap,477,2006,41,12,10,12,19,52,60,104,103,64,,
2,Sa Đéc,16,53,Dong Thap,138,2006,9,15,9,3,8,13,21,16,27,17,,
3,Cao Lãnh ,126,46,Dong Thap,739,2006,27,7,13,19,28,43,67,130,179,226,,
4,Tháp Mười ,127,57,Dong Thap,227,2006,45,16,2,5,6,8,5,29,51,60,,
5,Thanh Bình ,19,56,Dong Thap,324,2006,6,3,6,3,6,5,9,39,117,130,,
6,Tam Nông ,18,54,Dong Thap,348,2006,3,5,7,15,20,24,19,46,94,115,,
7,Hồng Ngự ,128,49 & 50,Dong Thap,666,2006,11,12,19,21,40,55,117,117,147,127,,
8,Tân Hồng ,17,55,Dong Thap,100,2006,2,1,3,1,8,0,7,15,22,41,,
9,Lấp Vò ,20,51,Dong Thap,329,2006,36,20,28,21,19,42,61,27,33,42,,
10,Lai Vung ,21,52,Dong Thap,240,2006,17,13,16,8,14,27,47,28,40,30,,
11,Châu Thành ,22,58,Dong Thap,296,2006,12,17,12,15,19,40,35,29,67,50,,
